year,month,day,hour,minute,second,Ta,qa,Psfc,U,SW,PPT
2022,1,15,20,30,0,272.2599999999999,0.001909049999999985,68620.90000000001,1.1336921500000021,497.9495000000063,0.0
2022,1,15,20,45,0,272.34999999999997,0.0019312249999999926,68611.85,1.1304505250000012,488.7507500000031,0.0
2022,1,15,21,0,0,272.44,0.0019534,68602.8,1.1272089,479.552,0.0
2022,1,15,21,15,0,272.2600000000001,0.0019105750000000294,68595.475,1.1546395999999812,457.16000000001526,0.0
2022,1,15,21,30,0,272.08000000000004,0.00186775,68588.15,1.1820703,434.76800000000003,0.0
2022,1,15,21,45,0,271.89999999999986,0.001824924999999971,68580.825,1.2095010000000186,412.37599999998474,0.0
2022,1,15,22,0,0,271.72,0.0017821,68573.5,1.2369317,389.984,0.0
2022,1,15,22,15,0,271.54249999999996,0.0017393749999999853,68566.17499999999,1.263527975000009,361.8879999999904,0.0
2022,1,15,22,30,0,271.3649999999999,0.0016966499999999708,68558.85,1.290124250000018,333.7919999999808,0.0
2022,1,15,22,45,0,271.18750000000006,0.0016539250000000146,68551.525,1.3167205249999907,305.6960000000096,0.0
2022,1,15,23,0,0,271.01,0.0016112,68544.2,1.3433168,277.6,0.0
2022,1,15,23,15,0,270.8299999999999,0.0015685749999999855,68536.775,1.3699789750000089,239.66899999998708,0.0
2022,1,15,23,30,0,270.6500000000001,0.001525950000000029,68529.35,1.3966411499999818,201.7380000000259,0.0
2022,1,15,23,45,0,270.4700000000001,0.0014833250000000145,68521.925,1.4233033249999907,163.80700000001295,0.0
2022,1,16,0,0,0,270.29,0.0014407,68514.5,1.4499655,125.876,0.0
2022,1,16,0,15,0,270.07250000000016,0.0013708750000000478,68499.15000000001,1.483714274999977,94.40700000002147,0.0
2022,1,16,0,30,0,269.855,0.00130105,68483.8,1.51746305,62.938,0.0
2022,1,16,0,45,0,269.6374999999999,0.0012312249999999524,68468.44999999998,1.551211825000023,31.468999999978536,0.0
2022,1,16,1,0,0,269.42,0.0011614,68453.1,1.5849606,0.0,0.0
2022,1,16,1,15,0,269.20249999999993,0.0010916999999999763,68437.75,1.6187495250000117,0.0,0.0
